NlmUniqueID	MeshHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid
9427243	Hospital Administration					
9427243	Medicine					
16310350R	Medicine					
16310380R	Medicine					
7505281	Medicine					
0005610	Medicine					
7700173	Nursing					
16310180R	General Surgery					
16430500R	Tuberculosis					
16430540R	Medicine					
7607103	Medicine					
9430141	Dentistry					
15640220R	Dentistry					
0041265	Ecuador					
0041265	Public Health Administration					
0041265	Social Work					
7610401	Brazil					
7610401	Dermatology					
7610401	Leprosy					
9422437	Communicable Diseases					
9422437	Epidemiology					
9422437	Mexico					
0136501	Biology					
0136501	Medicine					
7509341	Dentistry					
7509341	Mouth Diseases					
7506906	Dentistry					
7506906	Surgery, Oral					
0231740	Mental Health					
15640010R	Medicine					
16430550R	Medicine					
18650380R	Ophthalmology					
0025654	Lung Diseases					
0025654	Tuberculosis					
7604122	Dentistry					
7604122	Medicine					
7604122	Societies					
17610060R	Dentistry					
15630340R	Chile					
15630340R	Parasitic Diseases					
15630340R	Parasitology					
7506943	Biology					
7506943	Medicine					
14820030R	Child Welfare					
14820030R	Latin America					
18330560R	Psychology, Educational					
0262147	Pediatrics					
0262272	Pediatrics					
18330040R	Rheumatic Diseases					
18330120R	Neoplasms					
1265350	Dental Materials					
15640300R	Medicine					
15640310R	Medicine					
0414106	Pediatrics					
15640420R	Chile					
15640420R	Public Health					
15640420R	State Medicine					
101244636	Spain					
101244636	Vital Statistics					
18650450R	Chemistry					
0121300	Dentistry					
15640070R	Dentistry					
15640450R	Dentistry					
15640450R	Mexico					
0411226	Public Health					
0414762	Public Health					
18410490R	Medicine					
0121301	Dentures					
20610320R	General Surgery					
20610320R	Medicine					
23010040R	Dominican Republic					
23010040R	Public Health					
20610410R	Sanitary Engineering					
0022164	Child Welfare					
0022164	Maternal Welfare					
9417181	Chile					
9417181	Employment					
9417181	Health Personnel					
9417181	Health Workforce					
7506929	Biology					
20820390R	Veterinary Medicine					
7506930	Pediatrics					
20140280R	Gynecology					
20140280R	Obstetrics					
7506919	General Surgery					
0143406	General Surgery					
20810470R	Pediatrics					
20810450R	Skin					
20810450R	Syphilis					
7506932	Dentistry					
20820470R	General Surgery					
20820470R	Medicine					
20820120R	Medicine					
9430026	Medicine					
9430026	Mexico					
9430026	Pharmacy					
20820570R	Medicine					
7506935	Chemistry					
7506937	Pediatrics					
7506922	General Surgery					
101219034	Argentina					
101219034	General Surgery					
101219034	Societies, Medical					
7505263	Argentina					
7505263	General Surgery					
7505263	Societies, Medical					
7505294	Medicine					
15750790R	General Surgery					
21440570R	Medicine					
0002662	Veterinary Medicine					
15620500R	Medicine					
16040090R	Microbiology					
18820120R	Medicine					
0372534	Chemistry, Pharmaceutical					
7505245	Italy					
7505245	Nursing					
7505245	Societies, Nursing					
17720040R	Allergy and Immunology					
17720040R	Epidemiology					
17720040R	Microbiology					
8204413	Otolaryngology					
7506972	General Surgery					
7506973	General Surgery					
7506973	Medicine					
0053220	Italy					
15710160R	Dentures					
15710160R	Technology, Dental					
0372535	Ophthalmology					
15710180R	Radiology					
15710180R	Tuberculosis					
9430401	Dermatology					
9430401	Skin Diseases					
9430401	Syphilis					
7506962	Biology					
7506962	Medicine					
7506963	Cardiology					
7506969	General Surgery					
7506969	Medicine					
7505295	Medicine					
7506956	General Surgery					
7506956	Medicine					
7506957	General Surgery					
7506957	Medicine					
20430150R	Medicine					
8504048	Bone Diseases, Metabolic	yes	12.0	yes	yes	yes
101599229	Bone Diseases	yes	12.0	yes	yes	yes
101599229	Joint Diseases	yes	12.0	yes	yes	yes
101599229	Wounds and Injuries	yes	12.0	yes	yes	yes
8702459	Bone Marrow Transplantation	yes	6.0	yes	yes	yes
8610542	Bone Diseases, Metabolic					
8610542	Bone and Bones					
8610542	Minerals					
7806054	Child Psychiatry					
7806054	Psychology, Child					
1260056	General Surgery					
0134233	Medicine					
7513569	Nutritional Physiological Phenomena					
101200947	Medicine	yes	0.0	yes		
7502744	Hungary					
7502744	Statistics as Topic					
15750190R	Hungary					
15750190R	Public Health					
15730240R	Chemistry					
0071432	Podiatry					
7513219	Dentistry	yes	6.0	yes	yes	yes
9602061	Dental Assistants					
9602061	Dentistry					
0373122	Dentistry					
2984729R	Food					
2984729R	Legislation, Food					
2984729R	United Kingdom					
0370634	Blood Circulation					
0370634	Cardiology					
15730430R	Homeopathy					
8804404	Alcoholism					
8804404	Substance-Related Disorders					
0372671	Alcoholism					
0372671	Substance-Related Disorders					
0372541	Anesthesiology	yes	12.0	yes	yes	yes
0357321	Audiology					
0357321	Sound					
7801697	Audiology					
7801697	Deafness					
9309208	Biological Science Disciplines	yes	0.0	yes		
9309208	Biomedical Technology	yes	0.0	yes		
9309208	Clinical Laboratory Techniques	yes	0.0	yes		
0370635	Neoplasms	yes	6.0	yes	yes	yes
7506975	Neoplasms					
7503323	Pharmaceutical Preparations	yes	12.0	yes	yes	yes
7503323	Pharmacology	yes	12.0	yes	yes	yes
0372546	Medicine					
8007786	Clinical Medicine					
8007786	Drug Therapy					
8105533	Psychology, Clinical	yes	12.0	yes	yes	yes
9815827	Community Health Nursing	yes	0.0	yes	yes	yes
9815827	Nursing Care	yes	0.0	yes	yes	yes
9815827	United Kingdom	yes	0.0	yes	yes	yes
0004041	Dermatology	yes	12.0	yes	yes	yes
0004041	Syphilis	yes	12.0	yes	yes	yes
9716393	Skin Diseases					
9716393	Syphilis					
8308022	Human Development	yes	12.0	yes	yes	yes
8308022	Psychology	yes	12.0	yes	yes	yes
7511123	Thoracic Diseases					
0052704	Communication					
0052704	Speech Disorders					
0052704	Speech Therapy					
0370636	Psychology, Educational	yes	12.0	yes	yes	yes
0372543	Pathology					
8000474	Family Planning Services					
9005323	Family Practice	yes				
0372544	Hematology	yes	12.0	yes	yes	yes
9605409	Psychology, Medical	yes	12.0	yes	yes	yes
0144554	Science	yes	6.0	yes	yes	yes
0171545	Hospitals					
0171545	Medicine					
101257109	Clinical Medicine	yes	0.0	yes	yes	yes
101257109	Hospitals	yes	0.0	yes	yes	yes
101257109	Medicine	yes	0.0	yes	yes	yes
0370637	Occupational Medicine					
0004047	Psychology	yes	12.0	yes	yes	yes
7610405	Education, Medical					
7610405	United Kingdom					
9421498	Hypnosis					
0370640	Psychopathology					
8800054	Neurosurgery	yes	12.0	yes	yes	yes
15730570R	Nursing					
9212059	Nursing	yes	0.0	yes	yes	yes
9212059	Nursing Care	yes	0.0	yes	yes	yes
0372547	Nutritional Physiological Phenomena	yes	6.0	yes	yes	yes
7503752	Gynecology					
7503752	Obstetrics					
0421041	Ophthalmology	yes	0.0	yes	yes	yes
8405235	Face	yes	12.0	yes	yes	yes
8405235	Maxilla	yes	12.0	yes	yes	yes
8405235	Surgery, Oral	yes	12.0	yes	yes	yes
0400651	Surgery, Oral					
0376035	Orthodontics					
100935999	Perioperative Nursing					
100935999	Surgical Procedures, Operative					
7502536	Drug Therapy	yes	12.0	yes	yes	yes
7502536	Pharmacology	yes	12.0	yes	yes	yes
0154627	Drug Therapy					
0154627	Pharmacology					
15740010R	Occupational Medicine					
15740010R	Physical and Rehabilitation Medicine					
0377224	Optometry					
0377224	Vision, Ocular					
0165115	Physical Therapy Modalities					
2984714R	Surgery, Plastic					
0372672	Preventive Medicine					
0372672	Social Medicine					
1265621	Social Work, Psychiatric					
0342367	Psychiatry	yes	0.0	yes	yes	yes
9001294	Mental Disorders					
9001294	Psychiatry					
0373124	Psychology	yes	12.0	yes	yes	yes
101245095	Psychology					
0373125	Radiology	yes	12.0	yes	yes	yes
0400650	Radiation Effects					
0400650	Radiology					
8302415	Rheumatology					
0411230	Medicine					
0411230	Sex					
0411230	Sexual Behavior					
0411230	Sexual Dysfunction, Physiological					
0372552	Psychology, Clinical					
0372552	Psychology, Social					
0372552	Psychopathology					
15740060R	Social Medicine					
8105534	Psychology, Social	yes	12.0	yes	yes	yes
0373126	Sociology	yes	24.0	yes		
0432520	Sports Medicine	yes	0.0	yes	yes	yes
0372553	General Surgery	yes	12.0	yes	yes	yes
9204117	Operating Room Nursing					
9204117	Operating Room Technicians					
9204117	Perioperative Nursing					
15740080R	Tuberculosis					
15740090R	Urology					
0421042	Sexually Transmitted Diseases					
0376542	Medicine	yes	12.0	yes	yes	yes
0372673	Medicine					
8302911	Medicine					
0370644	Orthoptics					
15740290R	Poultry	yes	12.0	yes	yes	yes
15740290R	Poultry Diseases	yes	12.0	yes	yes	yes
15740330R	Science					
0372554	Animal Diseases					
0372554	Veterinary Medicine					
101137600	Brachytherapy	yes	12.0	yes	yes	yes
101137600	Neoplasms	yes	12.0	yes	yes	yes
0372537	Neurology	yes	12.0	yes	yes	yes
101570837	Behavior	yes	0.0	yes		
101570837	Brain	yes	0.0	yes		
0151620	Behavior	yes	0.0	yes	yes	yes
0151620	Biological Evolution	yes	0.0	yes	yes	yes
0151620	Neurophysiology	yes	0.0	yes	yes	yes
8800478	Psychoneuroimmunology	yes	12.0	yes	yes	yes
101272887	Brain					
101272887	Nervous System					
101272887	Neurobiology					
8218014	Brain	yes	12.0	yes	yes	yes
8218014	Cognition	yes	12.0	yes	yes	yes
8218014	Neurophysiology	yes	12.0	yes	yes	yes
8218014	Psychophysiology	yes	12.0	yes	yes	yes
101550313	Brain	yes	0.0	yes	yes	yes
101550313	Mental Disorders	yes	0.0	yes	yes	yes
101550313	Nervous System Diseases	yes	0.0	yes	yes	yes
7909235	Brain	yes	12.0	yes	yes	yes
7909235	Child	yes	12.0	yes	yes	yes
7909235	Child Development	yes	12.0	yes	yes	yes
7909235	Infant	yes	12.0	yes	yes	yes
7909235	Nervous System Diseases	yes	12.0	yes	yes	yes
7909235	Pediatrics	yes	12.0	yes	yes	yes
101300405	Behavior	yes	12.0	yes	yes	yes
101300405	Diagnostic Techniques, Neurological	yes	12.0	yes	yes	yes
8710358	Brain Injuries	yes	12.0	yes	yes	yes
7506220	Brain	yes	12.0	yes	yes	yes
7506220	Language	yes	12.0	yes	yes	yes
7506220	Psycholinguistics	yes	12.0	yes	yes	yes
7506220	Speech Disorders	yes	12.0	yes	yes	yes
101299709	Nervous System Diseases					
101299709	Neurology					
101299709	Neurosurgery					
101299709	Neurosurgical Procedures					
9216781	Brain Diseases	yes	0.0	yes		
0045503	Brain	yes	12.0	yes	yes	yes
0045503	Neurology	yes	12.0	yes	yes	yes
9716650	Brain					
9716650	Neurosciences					
9716650	Research					
9716650	Research Design					
8908638	Brain					
7605818	Brain	yes	12.0	yes	yes	yes
7605818	Research	yes	12.0	yes	yes	yes
9214304	Brain					
9214304	Cognition					
9214304	Higher Nervous Activity					
8908639	Brain					
101125870	Central Nervous System					
101125870	Gene Expression					
8908640	Brain					
8908640	Neurobiology					
101300366	Brain					
101465726	Brain	yes	0.0	yes		
101465726	Diagnostic Techniques, Neurological	yes	0.0	yes		
101465726	Electric Stimulation	yes	0.0	yes		
101282001	Brain	yes	12.0	yes	yes	yes
8903034	Brain Mapping	yes	12.0	yes	yes	yes
8903034	Electroencephalography	yes	12.0	yes	yes	yes
9716507	Brain Neoplasms	yes	12.0	yes	yes	yes
0243300	General Surgery					
0243300	Medicine					
15720370R	General Surgery					
15720370R	Medicine					
0065324	Medicine					
9214652	Dentistry					
101624623	Anesthesia	yes	0.0	yes		
101624623	Anesthetics	yes	0.0	yes		
101129542	Biology					
101129542	Tropical Climate					
101677045	Cardiovascular Diseases					
101677045	Cardiovascular Surgical Procedures					
9812937	Communicable Diseases	yes	0.0	yes		
8112917	Biology					
8112917	Medicine					
8112917	Research					
101095924	Microbiology					
101207337	Head					
101207337	Neck					
101207337	Otorhinolaryngologic Diseases					
101615124	Physical Therapy Modalities	yes	12.0	yes	yes	yes
100895975	Mental Disorders					
100895975	Psychiatry					
101307187	Dentistry					
9213011	Breast	yes	12.0	yes	yes	yes
9213011	Breast Diseases	yes	12.0	yes	yes	yes
9213011	Breast Neoplasms	yes	12.0	yes	yes	yes
100888201	Breast Neoplasms	yes	12.0	yes	yes	yes
100927353	Breast Neoplasms	yes	0.0	yes		
8111104	Breast Neoplasms	yes	12.0	yes	yes	yes
8801277	Breast Diseases	yes	0.0	yes	yes	yes
9505539	Breast Diseases	yes	12.0	yes	yes	yes
9505539	Breast Neoplasms	yes	12.0	yes	yes	yes
101260777	Breast Feeding	yes	0.0	yes	yes	yes
101260777	Infant	yes	0.0	yes	yes	yes
9616903	Breast Feeding					
9616903	Lactation					
15730080R	Therapeutics					
100912837	Computational Biology	yes	12.0	yes	yes	yes
100912837	Databases, Factual	yes	12.0	yes	yes	yes
100912837	Medical Informatics	yes	12.0	yes	yes	yes
100912837	Molecular Sequence Data	yes	12.0	yes	yes	yes
100912837	Software	yes	12.0	yes	yes	yes
101150306	Genome					
101150306	Genomics					
101150306	Proteome					
101150306	Proteomics					
101150306	Research					
101528229	Genome	yes	12.0	yes	yes	yes
101528229	Genomics	yes	12.0	yes	yes	yes
15730140R	Penicillins					
0400663	General Surgery					
0400663	Medicine					
101281337	General Surgery					
101281337	Medicine					
0144400	Medicine					
7700862	Bronchi					
7700862	Respiratory System					
7613317	Bronchi					
7613317	Respiratory System					
2984279R	Biology					
15740450R	Medicine					
7611944	General Surgery					
7611943	General Surgery					
0372561	Medicine					
15430430R	Biology					
1273753	Thoracic Diseases					
1273753	Tuberculosis					
0372556	Ophthalmology					
14490480R	Medicine					
7505300	General Surgery					
7505300	Medicine					
0212020	Therapeutics					
7705554	Dentistry					
7705554	Dentistry, Operative					
7503381	Dentistry					
7503381	Dentistry, Operative					
7503460	Dentistry					
7503460	Disabled Persons					
7503419	Dentistry					
101184758	Medicine					
7503473	Medicine					
7503324	Medicine					
7503420	Medicine					
8913643	Mouth					
8913643	Tooth Diseases					
7503383	Medicine					
7505346	Biology					
7608461	Medicine					
59530360R	Medicine					
7911513	Science					
7503384	Veterinary Medicine					
15820010R	Medicine					
14620440R	Medicine					
15740420R	Medicine					
7503461	Medicine					
7503422	Dentistry					
7503327	California					
7503327	Societies, Dental					
15810070R	Neoplasms					
15830140R	Hypersensitivity					
7503424	Forensic Psychiatry					
7609222	Dentistry					
7609222	Publishing					
8711207	History of Nursing					
7505302	Societies, Dental					
14740590R	Social Work					
0000670	Neoplasms					
7503426	Midwifery					
7503427	Midwifery					
7503428	Medicine					
7507024	General Surgery					
14840210R	Pharmacy					
7505304	Hospitals					
14820210R	Pharmacy					
100891616	Anesthesia					
100891616	Anesthesiology					
7900540	Communicable Diseases					
7900540	Parasitic Diseases, Animal					
7900540	Veterinary Medicine					
9429836	Medicine					
9429836	United States					
7503386	Anatomy					
7603017	Microbiology					
7503389	Neoplasms					
15340060R	Medicine					
7502537	Government					
7502537	Nuclear Energy					
7502537	Politics					
7502537	Science					
7503432	Dentistry					
7503432	New Jersey					
7503432	Societies, Dental					
0421527	Biology					
15740470R	Medicine					
7503435	Tropical Medicine					
7505370	Diet					
16020270R	Nursing					
8703431	History of Medicine					
7503340	Societies					
7503340	Tuberculosis					
0072416	Neoplasms	yes	12.0	yes	yes	yes
19330530R	Neoplasms					
9005324	Neoplasms					
7505306	History of Pharmacy					
7505306	Pharmacy					
0163727	Psychology, Industrial					
16120405R	Medicine					
7505371	Chemistry					
7505372	Thoracic Diseases					
16130530R	Chicago					
16130530R	Medicine					
16130530R	Physicians					
7806775	Dentistry					
7806775	Ohio					
7806775	Societies, Dental					
7502027	Societies, Dental					
14510240R	Science					
7503437	Ohio					
7503437	Societies, Dental					
8411675	Neurology					
8411675	Neurosurgery					
22520270R	Colorado					
22520270R	Public Health					
23470090R	Communicable Diseases					
16410110R	Dentistry					
16430070R	Medicine					
7509346	Florida					
7509346	Societies, Medical					
7703860	Cerebral Palsy					
7703860	Dentistry					
0373035	Delivery of Health Care					
0373035	Health Services					
0373035	Kentucky					
0373035	Public Health					
7805355	Eugenics					
7805355	Genetics, Medical					
9428271	France					
9428271	Hygiene					
7806517	Dentistry					
7806517	New York					
7806517	Societies, Dental					
7507027	New York					
7507027	Societies, Dental					
0401037	Epidemiology					
0401037	Iraq					
0401037	Public Health					
2984715R	Entomology	yes	0.0	yes	yes	yes
0046021	Environmental Health	yes	12.0	yes	yes	yes
0046021	Pesticides	yes	12.0	yes	yes	yes
0046021	Toxicology	yes	12.0	yes	yes	yes
0004333	Communicable Diseases					
0004333	Parasitic Diseases, Animal					
0004333	Veterinary Medicine					
7605263	Respiratory Tract Diseases					
0372557	Medicine	yes	12.0	yes		
0372557	Physiology	yes	12.0	yes		
7503396	Gynecology					
7503396	Obstetrics					
7507028	Dentistry					
7503351	Georgia					
7503351	Medicine					
7503351	Physicians					
7503351	Societies, Medical					
0004334	Esophagoscopy					
0004334	Gastroscopy					
7503352	Medicine					
7503353	Medicine					
7503353	Michigan					
7503353	Societies, Medical					
17120080R	Medicine					
0431176	Dentistry					
0431176	Mouth Diseases					
0431177	Mouth Diseases					
7801698	Dentistry					
7801698	Mouth Diseases					
7503356	Minnesota					
7503356	Societies, Medical					
15840040R	History of Dentistry					
0141233	History of Medicine	yes	0.0	yes	yes	yes
7905480	History of Medicine					
15820060R	Histology					
15820060R	Microscopy					
7505376	Joint Diseases					
9215948	Joint Diseases					
9215948	Musculoskeletal Diseases					
101614130	Joint Diseases					
101614130	Orthopedic Procedures					
8207779	Joint Diseases					
8207779	Orthopedics					
19031080R	Orthopedics					
17440150R	Dentistry					
18820590R	Public Health					
18820590R	Quebec					
18820590R	Vital Statistics					
0142257	Public Health					
7510174	History of Medicine					
7510174	Medicine, Ayurvedic					
1276072	Canada					
1276072	Nursing					
1276072	Societies, Nursing					
7603275	Naval Medicine					
7603275	Tropical Medicine					
7506980	Medicine					
7505378	Medicine					
7505378	Research					
7505378	Spain					
23130530R	France					
23130530R	Public Health					
0022726	France					
0022726	Medicine					
0022726	Public Health					
0022726	Research					
0022726	Statistics as Topic					
0413647	Allergy and Immunology					
0413647	Microbiology					
9429841	Medicine					
17620540R	Pathology					
7505385	Tuberculosis					
8709829	Lung Diseases					
8709829	Tuberculosis					
7503357	Chicago					
7503357	Medicine					
7503357	Societies, Medical					
17740430R	Obstetrics					
7503449	Medicine					
8511124	Dentistry					
7505312	Medicine					
7505312	Physicians					
7505312	Societies, Medical					
7505312	Washington					
18210310R	Ophthalmology					
18310060R	Red Cross					
