NlmUniqueID	BroadJournalHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	DOAJ_Seal	DOAJ	Reverse_Flip	flipped_embargo	flipped_access_model	flipped_born_oa
9007264	Gynecology	yes	12.0	yes	yes	yes						
9007264	Obstetrics	yes	12.0	yes	yes	yes						
9007265	Neoplasms	yes	12.0	yes	yes	yes						
9011108	Ophthalmology	yes	12.0	yes	yes	yes						
9717388	Transplantation	yes	12.0	yes	yes	yes						
9417024	Otolaryngology	yes	12.0	yes	yes	yes						
9000850	Pediatrics	yes	12.0	yes	yes	yes						
9438825	Dentistry											
100966133	Pharmacology	yes	12.0	yes	yes	yes						
100883395	Botany	yes	12.0	yes	yes	yes						
8809880	Psychiatry	yes	12.0	yes	yes	yes						
101649136	Psychology	yes	12.0	yes	yes	yes						
9503765	Pulmonary Medicine	yes	12.0	yes	yes	yes						
9000037	Radiology											
9000851	Rheumatology	yes	12.0	yes	yes	yes						
9107784	Biochemistry	yes	12.0	yes	yes	yes						
9107784	Molecular Biology	yes	12.0	yes	yes	yes						
101297402	Palliative Care	yes	12.0	yes	yes	yes						
101297402	Therapeutics	yes	12.0	yes	yes	yes						
9200621	Urology	yes	12.0	yes	yes	yes						
101560941	Virology	yes	12.0	yes	yes	yes						
101176492	Metabolism	yes	12.0	yes	yes	yes						
101176492	Orthopedics	yes	12.0	yes	yes	yes						
100970666	Neurology	yes	12.0	yes	yes	yes						
100970666	Psychophysiology	yes	12.0	yes	yes	yes						
101240290	Pediatrics	yes	6.0	yes	yes	yes						
100960530	Biotechnology	yes	6.0	yes	yes	yes						
100960530	Pharmacology	yes	6.0	yes	yes	yes						
9602487	Pharmacology	yes	6.0	yes	yes	yes						
101560815	Education	yes	12.0	yes	yes	yes						
101560815	Pharmacy	yes	12.0	yes	yes	yes						
9878284	Geriatrics											
9878284	Nursing											
7606119	Gynecology											
7606119	Nursing											
7606119	Obstetrics											
16440080R	Orthopedics											
7606120	Nursing											
7606120	Pediatrics											
7702986	Neoplasms	yes	12.0	yes	yes	yes						
7701802	Cardiology	yes	12.0	yes	yes	yes						
0353507	Biochemistry											
0147371	Dermatology											
7607123	Radiology	yes	12.0	yes	yes	yes						
1272515	Pediatrics											
101134613	Health Services	yes	12.0	yes	yes	yes						
101134613	Pediatrics	yes	12.0	yes	yes	yes						
0372617	General Surgery	yes	12.0	yes	yes	yes						
100960529	Biochemistry	yes	6.0	yes	yes	yes						
101773894	Science											
101157830	Computational Biology											
101287856	Cell Biology											
101559235	Biochemistry											
101559235	Chemistry Techniques, Analytical											
100899351	Cell Biology											
101287858	Genetics											
9101651	Allergy and Immunology											
101257113	Microbiology											
8908160	Molecular Biology											
101560384	Biology											
101560384	Genetics											
101560384	Laboratory Animal Science											
9706581	Neurology											
101287865	Biochemistry											
101287865	Chemistry Techniques, Analytical											
9717249	Pharmacology											
101685882	Botany											
101685882	Genetics											
101287868	Biochemistry											
101470226	Cell Biology											
9816330	Toxicology											
0142101	Psychiatry											
100888960	Psychiatry	yes	12.0	yes	yes	yes						
101468718	Nuclear Medicine	yes	6.0	yes	yes	yes						
101468718	Pharmacology	yes	6.0	yes	yes	yes						
101468718	Radiotherapy	yes	6.0	yes	yes	yes						
9918227368306676	Pharmacology	yes	6.0	yes	yes	yes						
9438797	Neurology											
100888970	Rheumatology	yes	12.0	yes	yes	yes						
101261938	Rheumatology	yes	6.0	yes	yes	yes						
0372620	Reproductive Medicine											
0372620	Science											
101134380	Sports Medicine	yes	12.0	yes								
101272517	Cell Biology	yes	6.0	yes	yes	yes						
101272517	Therapeutics	yes	6.0	yes	yes	yes						
8600673	Hematology											
7802123	General Surgery											
8601485	Endocrinology											
8601485	Metabolism											
0372621	Pharmacology											
101535383	Behavioral Sciences											
101535383	Neurology											
2984740R	Biochemistry											
2984740R	Cell Biology											
0435531	Pathology											
0163114	Embryology											
0334341	Endocrinology											
7904214	Ophthalmology											
7901811	Hematology											
101119673	Chemistry	yes	6.0	yes	yes	yes						
8510329	Microbiology											
9212591	Biochemistry											
9212591	Cell Biology											
0110513	Allergy and Immunology											
0110513	Microbiology											
7500587	Endocrinology											
7500587	Molecular Biology											
0244762	Pathology											
1276745	Radiology											
100900946	Neoplasms	yes	12.0	yes	yes	yes						
100900943	Urology	yes	12.0	yes	yes	yes						
101157208	Pharmacology	yes	6.0	yes	yes	yes						
101157208	Vascular Diseases	yes	6.0	yes	yes	yes						
101266892	Dermatology	yes	12.0	yes	yes	yes						
101266892	Ophthalmology	yes	12.0	yes	yes	yes						
101266892	Toxicology	yes	12.0	yes	yes	yes						
0006440	Dermatology											
9804397	Behavioral Sciences											
9804397	Psychology											
101528721	Behavioral Sciences	yes	0.0	yes	yes	yes						
101528721	Psychology	yes	0.0	yes	yes	yes						
0235440	Anatomy											
0235440	Reproductive Medicine											
0207227	Cell Biology											
0367735	Genetics											
101142708	Genetics	yes	0.0	yes	yes	yes						
0367734	Anatomy											
0367734	Genetics											
9005353	Allergy and Immunology	yes	12.0	yes	yes	yes						
9612306	Allergy and Immunology	yes	12.0	yes	yes	yes						
9612306	Biochemistry	yes	12.0	yes	yes	yes						
8912908	Allergy and Immunology											
9713367	Allergy and Immunology											
9713367	Molecular Biology											
9713367	Therapeutics											
9509183	Allergy and Immunology											
9509183	Molecular Biology											
2984741R	Cell Biology											
8102328	Cell Biology											
101235694	Cell Biology	yes	12.0	yes	yes	yes						
101235690	Cell Biology	yes	12.0	yes	yes	yes						
8914279	Cell Biology											
9010345	Cell Biology	yes	12.0	yes	yes	yes						
9010345	Pathology	yes	12.0	yes	yes	yes						
101523844	Cell Biology	yes	12.0	yes	yes	yes						
8807027	Biotechnology											
8807027	Genetics											
100895309	Cell Biology	yes	12.0	yes	yes	yes						
100895309	Therapeutics	yes	12.0	yes	yes	yes						
7805372	Medicine											
7907630	Medicine											
7907630	Tropical Medicine											
101176026	Chemistry	yes	12.0	yes	yes	yes						
0066040	Medicine											
101576205	Medicine	yes	0.0	yes								
0434570	History of Medicine											
0373174	Pharmacy											
0071461	Medicine											
101125969	Drug Therapy	yes	12.0	yes	yes	yes			yes	12.0	Hybrid	0.0
101125969	Pharmacology	yes	12.0	yes	yes	yes			yes	12.0	Hybrid	0.0
100909932	Health Services Research											
9807026	Health Services Research											
101517697	Computational Biology	yes	0.0	yes			No	yes				
2984743R	Dentistry											
1264223	Dentistry											
8506890	Health Services	yes	12.0	yes	yes	yes						
8506890	Psychology	yes	12.0	yes	yes	yes						
8901610	Nursing											
0370077	Medicine											
0110777	Nursing											
9705200	Geriatrics	yes	0.0	yes	yes	yes						
9705200	Neurology	yes	0.0	yes	yes	yes						
9705200	Psychiatry	yes	0.0	yes	yes	yes						
9010348	Neurology											
101128698	Psychiatry	yes	0.0	yes	yes	yes						
0226703	Public Health	yes	0.0	yes								
0226703	Statistics as Topic	yes	0.0	yes								
7508531	Dentistry											
7604963	Dentistry											
16520190R	Dentistry											
60110120R	Dentistry											
7806536	Anesthesiology											
7806536	Dentistry											
9875607	Dentistry											
16520250R	Dentistry											
9432924	Dentistry											
9212282	Dentistry											
0370660	Dentistry											
0217440	Dentistry	yes	12.0	yes	yes	yes						
0413403	Dentistry											
16520280R	Dentistry											
8604122	Dentistry											
16520290R	Dentistry											
0342643	Dentistry											
7900430	Dentistry											
0372754	Dentistry											
0135416	Dentistry											
16520340R	Dentistry											
8803742	Dentistry											
0367545	Dentistry											
9883653	Dentistry											
9114597	Dentistry											
9114597	General Surgery											
0411252	Dentistry											
7513696	Dentistry											
8909577	Dentistry											
0226633	Dentistry											
16520480R	Clinical Laboratory Techniques											
16520480R	Dentistry											
16520470R	Dentistry											
7513257	Dentistry											
0253341	Dentistry											
8508040	Dentistry	yes	12.0	yes	yes	yes						
8309299	Dentistry											
101205669	Dentistry	yes	0.0	yes			No	yes				
9875602	Dentistry											
9883851	Dentistry											
7613841	Dentistry											
7803067	Dentistry											
16530060R	Dentistry											
0265037	Dentistry											
0354411	Dentistry											
0373177	Dentistry											
0373177	Photography											
0373177	Radiology											
0376544	Dentistry											
0242232	Dentistry											
2984744R	Dentistry											
0376545	Dentistry											
9005357	Dentistry											
101091305	Dentistry	yes	12.0	yes	yes	yes						
101091305	Traumatology	yes	12.0	yes	yes	yes						
7805969	Dentistry											
9214345	Dentistry											
16520210R	Dentistry											
101532240	Dentistry						No	yes				
101532240	Orthodontics						No	yes				
9816286	Dentistry											
9012823	Dentistry											
8510873	Dentistry											
8302067	Dentistry											
9102062	Dentistry											
7903695	Dentistry											
7609576	Dentistry	yes	12.0	yes	yes	yes						
7609576	Radiology	yes	12.0	yes	yes	yes						
9875603	Dentistry											
0147414	Dentistry											
9708816	Psychiatry	yes	12.0	yes	yes	yes						
9308791	Psychiatry											
7802820	Dermatology											
7802820	Occupational Medicine											
101207335	Dermatology											
8300886	Dermatology	yes	12.0	yes	yes	yes						
0243670	Dermatology											
0243670	Sexually Transmitted Diseases											
0232053	Dermatology											
9011113	Dermatology											
9011113	Nursing											
9610776	Dermatology						No	yes				
9504371	Dermatology	yes	12.0	yes	yes	yes						
9504371	General Surgery	yes	12.0	yes	yes	yes						
9700070	Dermatology	yes	12.0	yes	yes	yes						
0232054	Dermatology											
0232054	Sexually Transmitted Diseases											
0211607	Dermatology											
9203244	Dermatology	yes	0.0	yes	yes	yes						
16530440R	Dentistry											
16530480R	Dentistry											
0372762	Biology	yes	12.0	yes	yes	yes						
0372762	Embryology	yes	12.0	yes	yes	yes						
100940058	Allergy and Immunology											
100940058	Technology											
8611888	Biology											
8611888	Embryology											
0427140	Allergy and Immunology											
0427140	Technology											
101120028	Cell Biology	yes	12.0	yes	yes	yes						
101120028	Embryology	yes	12.0	yes	yes	yes						
101541838	Neurology	yes	0.0	yes			No	yes				
101541838	Psychophysiology	yes	0.0	yes			No	yes				
7708205	Allergy and Immunology	yes	12.0	yes								
101319448	Psychiatry											
9201927	Anatomy	yes	12.0	yes	yes	yes						
9613264	Biology	yes	12.0	yes	yes	yes						
9613264	Embryology	yes	12.0	yes	yes	yes						
7909963	Genetics											
7909963	Molecular Biology											
0356504	Biology	yes	12.0	yes	yes	yes						
0356504	Embryology	yes	12.0	yes	yes	yes						
9209294	Health Services											
9209294	Public Health											
9200624	Allergy and Immunology											
0006761	Neurology	yes	12.0	yes	yes	yes						
0006761	Pediatrics	yes	12.0	yes	yes	yes						
0006762	Neurology											
0006762	Pediatrics											
101300215	Biology	yes	12.0	yes	yes	yes						
101300215	Neurology	yes	12.0	yes	yes	yes						
8702038	Neurology	yes	12.0	yes	yes	yes						
8702038	Psychology	yes	12.0	yes	yes	yes						
101304394	Neurology	yes	12.0	yes	yes	yes						
101304394	Pediatrics	yes	12.0	yes	yes	yes						
101304394	Physical and Rehabilitation Medicine	yes	12.0	yes	yes	yes						
7809375	Neurology	yes	0.0	yes	yes	yes						
8010321	Ophthalmology											
101636421	Pediatrics											
8003947	Drug Therapy											
8003947	Perinatology											
8003947	Pharmacology											
0164074	Pediatrics	yes	12.0	yes	yes	yes						
0164074	Psychophysiology	yes	12.0	yes	yes	yes						
0260564	Pediatrics	yes	0.0	yes	yes	yes						
0260564	Psychology	yes	0.0	yes	yes	yes						
8910645	Psychiatry	yes	0.0	yes	yes	yes						
8910645	Psychology	yes	0.0	yes	yes	yes						
9814574	Psychology	yes	12.0	yes	yes	yes						
9113706	Anatomy											
9113706	Embryology											
7706742	Environmental Health											
7706742	Toxicology											
101120122	Ethics	yes	24.0	yes	yes	yes						
8701744	Biology	yes	12.0	yes	yes	yes						
8701744	Embryology	yes	12.0	yes	yes	yes						
9426110	Medicine											
101234011	Endocrinology	yes	0.0	yes								
101234011	Vascular Diseases	yes	0.0	yes								
8500858	Endocrinology	yes	12.0	yes	yes	yes						
2984746R	Endocrinology											
7604157	Endocrinology											
7604157	Metabolism											
0372763	Endocrinology	yes	0.0	yes	yes	yes						
7805975	Endocrinology	yes	0.0	yes	yes	yes						
7701401	Endocrinology											
7701401	Nursing											
7504241	Endocrinology											
9607599	Endocrinology	yes	12.0	yes	yes	yes						
9607599	Metabolism	yes	12.0	yes	yes	yes						
100883450	Endocrinology	yes	12.0	yes	yes	yes						
100883450	Metabolism	yes	12.0	yes	yes	yes						
8601109	Endocrinology											
8601109	Metabolism											
101462250	Endocrinology	yes	12.0	yes	yes	yes						
101462250	Metabolism	yes	12.0	yes	yes	yes						
8813443	Metabolism											
8813443	Nutritional Sciences											
100883645	Endocrinology	yes	12.0	yes	yes	yes						
100883645	Metabolism	yes	12.0	yes	yes	yes						
8502339	Endocrinology											
8508335	Endocrinology	yes	12.0	yes	yes	yes						
8609985	Endocrinology											
9883682	Endocrinology											
100889084	Endocrinology	yes	0.0	yes	yes	yes						
100889084	Therapeutics	yes	0.0	yes	yes	yes						
0006777	Endocrinology	yes	12.0	yes	yes	yes						
8705862	Allergy and Immunology											
8506895	Cell Biology	yes	12.0	yes	yes	yes						
8506895	Pathology	yes	12.0	yes	yes	yes						
8005367	Gynecology											
8005367	Obstetrics											
8103005	Embryology											
8103005	Pathology											
7908105	Nuclear Medicine											
7908105	Radiology											
8007815	Diagnostic Imaging											
8400594	Diagnostic Imaging											
8400594	Radiology											
8308082	Allergy and Immunology											
101568499	Diagnostic Imaging	yes	12.0	yes	yes	yes						
101568499	Radiology	yes	12.0	yes	yes	yes						
101241152	Diagnostic Imaging											
101241152	Radiology											
8305899	Communicable Diseases	yes	12.0	yes	yes	yes						
8305899	Microbiology	yes	12.0	yes	yes	yes						
9204924	Molecular Biology											
9204924	Pathology											
101251558	Pathology	yes	0.0	yes			Yes	yes				
101654734	Medicine	yes	12.0	yes	yes	yes						
9875957	Dentistry											
101238198	Neurology	yes	0.0	yes								
9807632	Dentistry											
7801718	Dentistry											
8904338	Pharmacology											
8904338	Pharmacy											
0401650	Cell Biology	yes	12.0	yes	yes	yes						
0401650	Embryology	yes	12.0	yes	yes	yes						
8701186	Gastroenterology	yes	0.0	yes	yes	yes						
7902782	Gastroenterology	yes	12.0	yes	yes	yes						
9101419	Diagnostic Imaging	yes	12.0	yes	yes	yes						
9101419	Gastroenterology	yes	12.0	yes	yes	yes						
9101419	General Surgery	yes	12.0	yes	yes	yes						
100958385	Gastroenterology	yes	12.0	yes	yes	yes						
8501808	Gastroenterology	yes	0.0	yes	yes	yes						
8501808	General Surgery	yes	0.0	yes	yes	yes						
0150472	Gastroenterology	yes	0.0	yes	yes	yes						
9605355	Ophthalmology											
8405849	Diagnostic Imaging											
8211489	Critical Care	yes	6.0	yes								
8211489	Nursing	yes	6.0	yes								
0411256	Health Services											
0411256	Hospitals											
8607500	Neoplasms											
